Sentence	Firmware	Installation	Performance	Usability	Support	Sentiment
"And if it doesnt, network speed is ATROCIOUS."	0	0	0	0	0	0
I think quite a few people had this problem (I have v3).	0	0	0	0	0	0
"It worked a bit better when computers of the same operating system were connected, but it would still crash occasionally."	0	0	0	0	0	0
I tried to contact customer support and they were utterly useless.	0	0	0	0	0	0
Made me send my model number three times and gave me canned responses.	0	0	0	0	0	0
DO NOT BUY THIS.	0	0	0	0	0	0
I hear DLinks are better for cross-OS connection.	0	0	0	0	0	0
"Apple routers (in my experience) have been pretty stable also, but you Windoze fanboys might not like to hear that."	0	0	0	0	0	0
"Like others, Ive had many problems with the router."	0	0	0	0	0	0
"I was hoping that going to DD-WRT would make things better (I wasnt afraid to dabble in that), but unfortunately it just lead to more headaches."	0	0	0	0	0	0
"Ive decided to ditch this router and go with something newer ... looks like there are N-routers that are just as cheap, and hopefuly they wont be as problematic."	0	0	0	0	0	0
Purchased the WRT160N V3 and installed at my in-laws house.	0	0	0	0	0	0
Unfortunately by the time we really used that much it was almost out of warranty.	0	0	0	0	0	0
Immediately upon using this router we started having Invalid URL problems on our wireless laptop and computer.	0	0	0	0	0	0
I  called Linksys while it was still covered under warranty and  complained of invalid URLs.	0	0	0	0	0	0
"They pointed the blame to the router, my new computer, etc., until the router was out of warranty."	0	0	0	0	0	0
"The invalid URLs were so bad ~ I couldnt use the web, mail, the laptop, or main computer .."	0	0	0	0	0	0
I finally had to connect the computer directly into the modem and threw away this horrible router.	0	0	0	0	0	0
I finally did some research and found that Invalid URLs plague this router.	0	0	0	0	0	0
I suggest you google this router and Invalid URLs before you purchase....	0	0	0	0	0	0
Really easy set-up.	0	0	0	0	0	0
The software walks you through the whole thing.	0	0	0	0	0	0
I use it in quite a small area so not sure how extensive the range is.	0	0	0	0	0	0
I was able to connect my iPod Touch 2nd generation without any problems.	0	0	0	0	0	0
PCs connected without any problem.	0	0	0	0	0	0
Very happy with the product.	0	0	0	0	0	0
This device out of the box for me was a pain.	0	0	0	0	0	0
I could hardly connect any of my devices easily and connections often dropped and froze.	0	0	0	0	0	0
I was to the point where I was just going to return the product and give up.	0	0	0	0	0	0
"After a lot of pain and suffering, I decided to do a little research on the issues I was having with this product."	0	0	0	0	0	0
I found out that the hardware in the device is not to blame but it was the firmware that has many issues and limited compatibility	0	0	0	0	0	0
"Just to clarify, THIS CAN EASILY BE FIXED."	0	0	0	0	0	0
This can be done by flashing the DD-WRT firmware for this particular router on the DD-WRT website.	0	0	0	0	0	0
"By doing so, how the router operates is completely re-worked for the better and drastically increases this devices performance and usability."	0	0	0	0	0	0
"After flashing DD-WRT, I noticed faster speeds, better range, all devices connected accordingly, and no dropped or frozen connections"	0	0	0	0	0	0
For those needing help I will list steps that can be taken to upgrade this routers firmware.1.	0	0	0	0	0	0
Google DD-WRT and it will be the first link on the page.2.	0	0	0	0	0	0
On the DD-WRT homepage click Router Database3.	0	0	0	0	0	0
In the search bar type in the model number for this router which happens to be WRT160N.	0	0	0	0	0	0
A list will show up showing revisions of this router and BE SURE TO MATCH the revision you see on the page with the number underneath the router (E	0	0	0	0	0	0
g.	0	0	0	0	0	0
"WRT160N v1.0, v1.1, v2.0 or v3.0)."	0	0	0	0	0	0
NOTE: v2.0 is not supported.4.	0	0	0	0	0	0
Click whichever revision matches your router.5.	0	0	0	0	0	0
A list of files will appear that you will need to download.	0	0	0	0	0	0
Download the file that contains Nokaid in the filename and the file that ends in mini	0	0	0	0	0	0
bin.6.	0	0	0	0	0	0
"Open your routers homepage which can be done my opening your internet browser(Internet Explorer, Firefox, Google Chrome) and typing 192.168.1.1 but this can differ."	0	0	0	0	0	0
"Alternatively, you can find your router in devices and right click the router icon and click and open homepage."	0	0	0	0	0	0
You will need to enter the username and password for the router which by default is username admin and password admin.7.	0	0	0	0	0	0
Once you do this you can access the routers settings and locate the tab/sub tab to update firmware.	0	0	0	0	0	0
Sorry I dont have access to the interface.)8.	0	0	0	0	0	0
"Once you find the firmware update tab, there should be an empty box in which you can browse and select a file to update the router."	0	0	0	0	0	0
Remember those files you downloaded earlier?	0	0	0	0	0	0
Well now its time to use them.	0	0	0	0	0	0
FIRST browse and select the file containing Nokaid and hit update or whatever the button says in order to upgrade the firmware.9.	0	0	0	0	0	0
Let the router do its thing and it might restart a few times.10.	0	0	0	0	0	0
"After the router is finished updating, access the routers homepage again by opening your browser and entering 192.168.1.1 in the address bar and entering the username and password."	0	0	0	0	0	0
"Once you login, you should notice that the interface looks different but dont let that distract you, look for the upgrade firmware tab again and this time upload the file containing mini"	0	0	0	0	0	0
bin.	0	0	0	0	0	0
Let the router do its thing again and that should be it	0	0	0	0	0	0
Those are 10 easy steps to avoid hassle and spending 100 dollars more on a router that doesnt do much more.	0	0	0	0	0	0
"If you have trouble, please comment and I will do my best to answer promptly."	0	0	0	0	0	0
"If you get everything to work, take the router for a test drive and let me know how it works for you."	0	0	0	0	0	0
"Dont let the 1 star reviews deter you away from this product, they are usually amateurs that dont like to troubleshoot problems and are willing to pay extra for convenience."	0	0	0	0	0	0
This router is amazing once you follow my steps provided and hopefully it works for those of you who try this!	0	0	0	0	0	0
These steps shouldnt take any more than 20-30 minutes if you follow the steps correctly.	0	0	0	0	0	0
Please take time to read carefully because you stand the chance of bricking(breaking) the device if you flash the wrong files to your router.	0	0	0	0	0	0
I had some difficulty at first because i had a router set up already but once I figured out what I was doing wrong it has been working just fine.	0	0	0	0	0	0
:-)	0	0	0	0	0	0
"I am on my third one of these WRT160N routers, they are easy to set-up and configure, but the new design makes these things run too hot and when they get hot they stop working reliably"	0	0	0	0	0	0
"I have mine set-up in a closet that allows it to be in reach of 7 wireless components, including an XBox360, WII, Nintendo DS and DSi, Two laptops and a remote desktop."	0	0	0	0	0	0
In order for it to work reliably I have it propped up on 2 high blocks and have a fan blowing on it constantly.	0	0	0	0	0	0
The refurb units last as good as the new one did.	0	0	0	0	0	0
I wanted to use this router as a wireless access point to extend my network.	0	0	0	0	0	0
"After way too much time, I discovered that the hardware can do the job, but the firmware it is running from Linksys wont allow it."	0	0	0	0	0	0
"So I had to upgrade the firmware to dd-wrt v.24, then find a tutorial on how to set up the access point and eventually got it running."	0	0	0	0	0	0
"Even as a techie, this was way more than I had bargained for and took way too long."	0	0	0	0	0	0
"Why build a product that has built in features, only to cripple it to have less capability?"	0	0	0	0	0	0
I guess they learned that trick from Mr. Gates.	0	0	0	0	0	0
So in the end the hardware might be 5 stars but the firmware only 1 star.	0	0	0	0	0	0
Highly recommended especially for novices who simply want wireless in their house.	0	0	0	0	0	0
Im Glad i bought this product.	0	0	0	0	0	0
"Its amazing it got the look, and the use."	0	0	0	0	0	0
I mean i can get 100% of the usage of this.	0	0	0	0	0	0
"I do the printing, I use the Wifi from my blackberry, and i can get online from any spot of my house with my laptop."	0	0	0	0	0	0
Just great.	0	0	0	0	0	0
"When it works, it works."	0	0	0	0	0	0
"But I get a TON of DNS problems, and have to reset the adapter constantly."	0	0	0	0	0	0
"Every once in a while, take a good look at your Sunday newspaper inserts."	0	0	0	0	0	0
Thats where we found Amazon offering the ROKU 2050x for a very reasonable price.	0	0	0	0	0	0
Did some research on ROKUs website and the WRT160N was tested for compatibility.	0	0	0	0	0	0
I have the WRT 160N V3 device.	0	0	0	0	0	0
My office and the router are upstairs and the ROKU is in my media room downstairs.	0	0	0	0	0	0
"Quick connection, no problems and superior picture."	0	0	0	0	0	0
"For about 100 bucks, you cant beat the deal."	0	0	0	0	0	0
Wish I had known Cisco wants extra money for Cisco Network Magic Pro 5.5.	0	0	0	0	0	0
A little sneaky Cisco.	0	0	0	0	0	0
Thats why only 4 stars!!!!	0	0	0	0	0	0
Streaming video is the BOMB.	0	0	0	0	0	0
Dont buy this POS.	0	0	0	0	0	0
I got one to replace a D-Link that finally died during a power-cycle.	0	0	0	0	0	0
It had lasted over 5 years.	0	0	0	0	0	0
"I got this CISCO at costco, and it lasted about 5 months."	0	0	0	0	0	0
"I found I could only run in B-G mode without recycling it at least once a day, otherwise it dropped all connections and failed to respond."	0	0	0	0	0	0
Since I was only using B-G devices that was okay.	0	0	0	0	0	0
Today it stopped making the handshake to my old Motorola cable-modem.	0	0	0	0	0	0
"Modem is fine, bypassing the router worked, so then I checked the router."	0	0	0	0	0	0
"Would not handshake the modem, even after a complete reset."	0	0	0	0	0	0
"Fortunately, I bought it from costco and they took it back without question"	0	0	0	0	0	0
"If you must use this router, dumb down the software to B-G only and expect a brief life before complete failure."	0	0	0	0	0	0
I bought this wireless router almost 3 years ago and have not had any problems with it.	0	0	0	0	0	0
Great product!	0	0	0	0	0	0
"It took me two complete evenings to set it up for connection to iMac, iBook, XP and iPad."	0	0	0	0	0	0
"In the end, the link is keeping dropping, and extremely slow."	0	0	0	0	0	0
