Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review,
62,XX,B005O55U2Y,5,0,0,1-Jan-14,A3R2SJ1I6KRZWR,Great all purpose all in one device,"I previously purchased an HP Officejet Pro 8600 last year.  When I needed another printing device in another location I decided to purchase my second unit.  This Printer performs very well and stays connected seamlessly in my network.  Have not had any type glitches with this or the prior wireless HP Officejet Pro 8600 since I've owned them.  In the past I have had problems within my network when using wireless printers be it HP, Brother, and Dell.  Using this printer allows me to purchase and maintain on-hand the same ink cartridges,  Reduces my maintenance cost and gives my considerable confidence for printing within the network.  And, still be able to do copies, scanning, and sending of faxes without any problem.  In addition, it allows others using the network to know how to do these jobs from any of the printer locations with a minimum of effort.",
63,XX,B005O55U2Y,5,0,0,1-Jan-14,A1M7IDV90OVL6F,An EXCELLENT printer for the price!,"I give this printer 5 stars. I like EVERYTHING about it. For the money, you just can't beat it IMHO. It's relatively fast. It's incredibly economical, I almost can't believe how long the ink is lasting. It prints beautifully, with all kinds of options available. It scans and saves documents with every option you can think of. It faxes easily. And it copies wonderfully. The LCD display is large, making it easy to view and activate. It has wireless function. It's got flash drive and flash card slots. Document feeder works well. Honestly, for someone with SOHO, this printer is perfect............",
64,XX,B005O55U2Y,1,7,9,31-Dec-13,ASHDZFKEMRR0,AVOID!!!!,"Absolute POS. HP has once again screwed their customers over, then insult their integrity even more with BS excuses as to why they do things.This printer will not, I repeat.... will NOT... print in black only, if ANY of the 3 color cartridges is empty. Why would a company produce such a STUPID software, that prevents its owners from printing in black only, when the color cartridge(s) are empty? HP 'says&#34; it is to protect the print head and keep ink in it, so even in black printing, you are using your color cartridges, even though you dont know it, and dont want to.Save the BS excuses, HP. Ive been in the computer industry for 20yrs. Ive NEVER had a print head go bad from lack of ink... EVER! And I dont print often. Nope, this is just another way for HP to dip into your pocket, and control how you use your equipment. So, if you are in a bind and need to print a black document, but all 3 of your color cartridges go out (from HP programing their software to use color ink without your consent, even on black only print jobs) then you have to run out and spend $70 to replace your color cartridges.... just to print ONE BLACK INK ONLY PAGE!.Ill NEVER buy another HP product. The only thing they care about is the almighty dollar, and if I do have trouble... I can never talk to someone that speaks freakin English!",
65,XX,B005O55U2Y,5,0,0,31-Dec-13,A2MY2B66CJPJN2,Meets my expectations,"My criteria for an exceptional printer is speed, print quality, capacity and ease of operation.  The HP 8600 Plus meets all these requirements.  I especially appreciate the large and easy to use touchscreen,  the wireless access from any computer in the house and the removable papertray for easy paper loading.  I have not found anything I don't like about it.",
66,XX,B005O55U2Y,1,0,0,31-Dec-13,A238MMVZB6G7LL,"I thought it was good, but it is terrible","I will stick with this from my original review: It is fast and the print quality on normal paper is very good.  The setup is extremely simple, both on the printer and when I added it to my iMac.  It also looks fantastic in the office, and the touch screen controls are easy to use.Then there are these issues:This printer has a feed problem with photo paper when you first start using it.  If you use cheaper, thin photo paper you may not have any issue.  However, the thicker paper will not get picked up by the feed, but never fear the fix is simple.  Open a blank document and print 100 pieces of paper with nothing on them.  This will break the feed wheel in enough to make it work with any paper.  I was about ready to send it back until I read this online.  I do think it is ridiculous that this needs to be done and HP doesn't make it better known.The photo print quality is terrible.  We came from a 6 year old Canon that just wasn't printing as well as it used to, and this new HP is actually ten steps backward!  The quality is terrible.  I even went and bought the HP paper (highest quality) like many internet posts mentioned, and still it is bad.  If you hold it about 6 feet away it is good, but get up close and you will see graininess and other issues that simply aren't there when it is on your computer.  We even tried going through HP customer service (which is also very terrible), thinking that there was an issue.  A print head and two replacement printers later, and it is still identically terrible.  I have now returned everything.If you don't care about picture quality, then this printer is very fast and easy to use, but I would recommend looking at a different printer.",
67,XX,B005O55U2Y,1,5,5,30-Dec-13,A3I0PB4GBDDMHG,Corporate Extortion Machine,"This printer/fax works just fine.  BUT...it requires you to periodically buy ink cartridges and shuts down the machine until you replace the cartridges.  I never used the color ink... and still had to replace them or I couldn't use the fax...not even to send a fax or receive a black ink fax or copy.I threw it out and bought a Brother machine that didn't have this extortion feature.After having 3 HP computers, 2 laser printers, and a fax...I am done with HP.",
68,XX,B005O55U2Y,3,1,2,29-Dec-13,A3IVWKBFFKSUCO,Fair value product,"Capable but not very fast. If on a limited data plan, wireless operation may not be the way to go. The longer scan bed allows legal size document scans.",
69,XX,B005O55U2Y,4,0,0,29-Dec-13,A1QE8XM734FOCI,All-you-will-Ever-Need Printer,"When we started to print back to back pages, there were a couple of jams that we had to do some adjustments. There was nothing in the manual about fixing jams. We had to figure it out ourselves.Overall features are good, wireless connection to all three computers. Easy to operate.",
70,XX,B005O55U2Y,5,0,0,29-Dec-13,A3UC4RLZYG7K5F,awesome printer,This one has the most for the best price.  I searched reviews long and hard to pick this one and price wasn't really an issue within reason for a home office printer.  I have had it for a while now and I couldn't be happier with the features and printing from every device we have wirelessly.  Super!!,
71,XX,B005O55U2Y,5,0,0,28-Dec-13,A2GX8LWJCLH1FB,Good Printer,"As a fan of HP printers, this is my third printer in the officejet series. I usually buy the dual tray setup which is the only issue I have with this printer - I like to print and then reinsert the paper to print on both sides (saves the mechanics of the printer some) and with this model the paper tray is completely covered, unlike my 7780. Otherwise, no setup problems or issues!!! Good buy.",
72,XX,B005O55U2Y,3,1,2,28-Dec-13,A1PZOI3CKAMUFB,Okay ----- but,"I like some of the features but am disappointed in others.  My former three-in-one allowed me to print envelopes without having to remove my paper.  There are times when I need to send out a lot of correspondence.  Microsoft Word allows me to address an envelope by inserting the address from the letter to the envelope.  In order to do this, I have to remove my paper in order to print an envelope.  When I am doing seven to eight or more letters, it becomes a nuisance to unload and reload the paper tray each time.",
73,XX,B005O55U2Y,5,0,0,28-Dec-13,AWCLUJUDN53HH,HP Office jet Pro,The was for my wife one of her Christmas presents. She is very happy with the printer. It does everything she wanted and so far no problems.,
74,XX,B005O55U2Y,5,1,2,23-Dec-13,A3AD1UX0CASW7Z,HIghly Recommend!,"I recommend this product to those who print quite often both in color or black.  The double sided printing is easy as I do not have to physically turn the paper over.  The scanning ability is easy to use and set up.  The pages print quickly for my needs. The last two printers we have used have been slow and I've had to help the double sided printing along.  At that time, we thought we were saving money, but in reality we wasted a lot on toner and ink. I am so happy to finally have a printer that I can print to without running for ink/toner every other month!",
75,XX,B005O55U2Y,5,0,0,21-Dec-13,A1AWZSLMCCFRCP,Easy to set up with Win7,"Just spent some time setting up the 8600+ with Win7 on various machines, one via Ethernet network and the others via wireless.  All went flawlessly with no glitches or problems as is so often the case trying to get networked devices to talk to each other.  The HP scan software is simple to use and the control panel on the printer is highly functional and intuitive.  Even my iPad could print immediately via wireless (with Print 'n Share app), no muss or fuss.  It is a big unit.This is how a device should work.  Nice job, HP.",
76,XX,B005O55U2Y,5,0,0,21-Dec-13,A2CLRN5A3XR0J7,Mac Worthy!!!,"Ok this printer is expensive (you could get more expensive, but for home use no way), but I needed a printer that could handle my ever growing collection of Apple/Mac/OS devices - from iPhones, to MacBook Pro to now my 27&#34; iMac. My older Kodak Hero 9.1 worked with my Windows devices...but the introduction of Windows 8 has got me running quickly towards Mac/OS (hey if I wanted a touchscreen computer with crazy tiles then I'd get a tablet - oh wait I did, an iPad Air :)Ok enough about crappy Windows...back to this awesome printer! It's big, but worth the price and the functionality is great. Oh and it seamlessly hooks up to all my Apple/OS devices! I'm sure that Windows devices work just fine with this printer (although never tested), but finding an OS printer is a pain...well was a pain...not anymore!",
